region_name,Station,longitude,latitude,date,time,Twilight,net,mesh (um),net diamter (m),tow depth (m),bottom depth(m),volume (m3),CTD,Polychaeta,Amphipoda,Cirripedia,Cladocera,Copepoda,Cumacea,Anomura,Brachyura,Caridea,Pleocyemata,Euphausiacea,Isopoda,Mysida,Ostracoda,Bryozoa,Chaetognatha,Anthozoa,Hydromedusa,Siphonophora,Scyphozoa,Ctenophora,Echinodermata,Bivalva,Cephalopoda,Gastropoda,Pteropoda,Nemertea,Phoronida,Pisces,Platyhelminthes,Protozoa,Sipuncula,Appendicularia,Thaliacea,Animalia
Southern Vancouver Island Shelf (Stations B and D),B6,-125.893,48.607,1998-07-16,14:30,Daylight,Bongo VNH,236,0.56,87,92,29.71,38,0.01144,0,0.38775,0,16.52181,0,0,0,0,0,0.12561,0,0,0,0,0.41407,0,0,0,0,0,0,0,0,0,0.54931,0,0,0.39246,0,0,0,0.09344,0,0
Northern Vancouver Island Shelf,T02,-128.33,51.197,1998-07-17,8:04,Daylight,Bongo ONH,253,0.58,132,142,147.66,5,0,0,0.55479,0.013,2.35715,0,0,0,0.0395,0,0.53864,0,0,0,0.00451,1.17665,0,0.7199,0,0,0,0,0.00156,0,0,0.58946,0,0,0.06244,0,0,0,0.07802,0,0
Northern Vancouver Island Shelf,T03,-128.494,51.125,1998-07-17,10:00,Daylight,Bongo ONH,253,0.58,151,160,157.23,8,0,0,0.19538,0,7.3194,0,0,0,0.0103,0,1.15855,0,0,0,0,0.17349,0,3.92546,0,0,0,0,0,0,0,0.43745,0,0,0,0,0,0,0,0,0
Northern Vancouver Island Shelf,T04,-128.656,51.054,1998-07-17,11:45,Daylight,Bongo ONH,253,0.58,61,65,70.91,11,0.04513,0,24.83824,0.18051,33.60746,0,0.46211,0.57763,0.20192,0,0.43683,0,0,0,0,5.25076,0,5.21083,0,0,0,0.36391,0,0,0,4.29615,0,0,0,0,0,0,0.79425,0,0
Northern Vancouver Island Shelf,T05,-128.818,50.983,1998-07-17,13:40,Daylight,Bongo ONH,253,0.58,51,63,55.44,14,0,0,2.63203,0.01154,8.48774,0,0,0,0.02922,0,0.34517,0,0,0,0.006,0.59042,0,0.26876,0.22348,0,0,0,0.00139,0,0.01801,4.51371,0,0,0,0,0,0,0.04618,0,0
Northern Vancouver Island Shelf,T07,-129.207,50.82,1998-07-17,19:08,Daylight,Bongo ONH,253,0.58,100,115,107.84,19,0,0,0.09496,0,7.21752,0,0,0,0.00901,0,0.1316,0,0,0,0,0.53789,0,4.79135,0.03283,0,0.01165,0,0.00285,0,0.01852,0.90801,0,0,0.01205,0,0,0,0,0,0
Northern Vancouver Island Shelf,T08,-129.298,50.766,1998-07-17,20:03,Daylight,Bongo ONH,253,0.58,145,152,137.94,22,0,0,0,0,47.29805,0,0,0,0.01879,0,5.69199,0,0,0,0,1.29598,0,0.22039,0,0,0,0.03118,0.00111,0,0.00483,0.47325,0,0,0,0,0,0,0,0,0
Northern Vancouver Island Shelf,T09,-129.48,50.686,1998-07-17,21:50,Daylight,Bongo ONH,253,0.58,149,1100,154.67,25,0,0.75387,0,0,5.29648,0,0,0,0,0,0.44109,0,0,0.08276,0,0.90485,0,1.78574,0,0,0.01624,0,0,0,0,0,0,0,0.14896,0,0,0,0,9.93082,0
Northern Vancouver Island Shelf,T10,-129.638,50.611,1998-07-18,0:06,Night,Bongo ONH,253,0.58,152,1967,136.86,28,0.06488,1.06678,0.18705,0,22.67081,0,0.11971,0.11983,0,0,10.2081,0,0,0.56115,0,6.17642,0,2.29066,0.05173,0,0.15151,0,0,0,0,3.23308,0,0,0.49013,0,0,0,0,2.36738,0
Northern Vancouver Island Offshore,T11,-129.807,50.53,1998-07-18,2:09,Night,Bongo ONH,253,0.58,148,2172,163.8,31,0.16606,1.03541,0,0,4.74574,0,0,0.40049,0,0,19.29942,0,0,0.07814,0,2.47608,0,27.68938,0.3116,0,0,0,0,0.47375,0,0.06642,0,0,0.08547,0,0,0,0,0.33309,0
Northern Vancouver Island Offshore,T12,-129.983,50.455,1998-07-18,3:49,Night,Bongo ONH,253,0.58,149,2177,147.89,34,0.16943,0.95468,0,0,4.09923,0,0.0991,0,0.21567,0,5.06165,0,0,0.25966,0,4.1693,0,4.18851,0.3481,0,0,0,0,2.38015,0,0.14714,0,0,2.1416,0,0.08655,0,0.04912,0.17581,0
Southern Vancouver Island Shelf (Stations B and D),B6,-125.899,48.61,1998-07-18,6:00,Daylight,Bongo VNH,236,0.56,87,92,26.32,206,0.01292,0,0.43769,0,10.44188,0,0,0,0.04856,0,0.45805,0,0.0304,0,0,2.30046,0,0,0,0,0,0,0,0,0,0.62006,0,0,0.44301,0,0,0,0.27599,0,0
Southern Vancouver Island Shelf (Stations B and D),A1,-126.118,48.491,1998-07-18,8:25,Daylight,Bongo VNH,236,0.56,192,199,58.73,209,0.37595,0,0,0,9.50523,0,0.02544,0,0.01103,0,1.36326,0,0,0,0,6.74027,0,2.68346,0.18083,0,0,0,0,0.1873,0.034,2.96407,0,0,0.39707,0,0.46379,0,0.37051,0,0
Southern Vancouver Island Shelf (Stations B and D),A3,-126.227,48.432,1998-07-18,9:40,Daylight,Bongo VNH,236,0.56,238,591,77.44,211,0.11239,1.6156,0,0,11.3014,0,0.18926,0,0.19112,0,2.61674,0,0,0.82645,0,7.05083,0,0.8533,0.54856,0,0,0,0,0,0.02149,2.66942,0,0,0.60227,0,1.4876,0,0.31033,0,0
Northern Vancouver Island Shelf,CS1B,-128.657,50.886,1998-07-18,20:44,Daylight,Bongo VNH,253,0.56,65,70,13.61,40,0,0,1.41072,0,34.01497,0,0.30096,0,0,0,1.41307,0,0,0,0.01834,4.50918,0,0,0,0,0,0,0.02257,0,0.03668,12.7906,0,0,0,0,0.06019,0,0.23512,0,0
Northern Vancouver Island Shelf,CS2B,-128.996,50.932,1998-07-18,22:31,Daylight,Bongo VNH,253,0.56,50,58,12.08,41,0,0,3.81457,0.05298,28.11234,0,0.67815,0,0.21457,0,0.7298,0,0,0,0.04132,6.09355,0,4.53642,0.19536,0,0,0.17801,0.01907,0,0.1102,16.21192,0,0,0,0,0,0,0.84768,0,0
Southern Vancouver Island Shelf (Stations B and D),D2,-125.94,48.886,1998-07-19,3:32,Night,Bongo VNH,236,0.56,54,62,18.8,223,0,0,0.54468,0,31.98029,0.2117,0,0,0.01723,0,0.78425,0,0.12553,0,0,1.81541,0,0.10106,0,0,0,0.11438,0.00817,0,0.0177,5.20851,0,0,0.13617,0,0,0,2.28128,0,0
Southern Vancouver Island Shelf (Stations B and D),D1,-125.783,48.974,1998-07-19,5:40,Daylight,Bongo VNH,236,0.56,37,42,12.77,225,0,0,8.6202,1.00235,30.82222,0,0.95223,0,0,0,0.9823,0,0,0,0,1.77713,0,0.14879,0.0924,0,0,0,0.01203,0,0.20849,0,0,0,18.04229,0,0,0,4.3101,0,0
Hecate Strait,H01,-129.177,52.204,1998-07-19,6:31,Daylight,Bongo ONH,253,0.58,126,135,87.15,46,0,0,0.02937,0,53.72844,0,0,0,0,0,5.79782,0,0,0,0,3.62814,0,12.99311,0.02708,0,0,0,0,0,0,0,0,0,0.03966,0,0,0,0,0,0
Hecate Strait,H02,-129.46,52.363,1998-07-19,8:54,Daylight,Bongo ONH,253,0.58,131,140,87.64,49,0,0,0.14605,0,7.45778,0,0,0,0.01848,0,0.98116,0,0,0,0,0.56525,0,4.93268,0,0,0.01433,0,0,0,0.0019,0.18622,0,0,0,0,0,0,0,0,0
Hecate Strait,H03,-129.719,52.398,1998-07-19,10:46,Daylight,Bongo ONH,253,0.58,149,210,125.75,52,0,0,0,0,5.03665,0,0,0.13042,0,0,17.71006,0,0,0,0,1.44811,0,0.91889,0,0,0,0,0.00611,0,0,0.51913,0,0,0,0,0,0,0,0,0
Hecate Strait,H04,-129.975,52.443,1998-07-19,12:56,Daylight,Bongo ONH,253,0.58,148,240,200.75,55,0,0,0,0,7.98931,0,0,0,0,0,0.08827,0,0,0,0,0,0,6.50425,0.00294,0,0.05791,0.00217,0,0,0.00332,0.10839,0,0,0,0,0,0,0,0,0
Hecate Strait,H05,-130.235,52.49,1998-07-19,15:13,Daylight,Bongo ONH,253,0.58,149,310,162.14,58,0,0.01847,0,0,30.78192,0,0,0,0.004,0,0.33731,0,0,0,0,1.22663,0,2.92339,0,0,0.01549,0,0,0,0,0.53682,0,0,0.03207,0,0,0,0,0,0
Hecate Strait,M008,-130.633,52.482,1998-07-19,17:13,Daylight,Bongo VNH,253,0.56,50,175,23.28,61,0,0,0,0,3.749,0,0,0,0,0,0.02474,0.02474,0,0,0,1.09033,0,22.00301,0,0,0,0,0.00082,0,0,1.98625,0,0,0,0,0,0,0,0,0
Hecate Strait,M008,-130.633,52.482,1998-07-19,17:24,Daylight,Bongo VNH,253,0.56,164,175,40.98,61,0,0.05124,0.62469,0,19.63354,0,0,0,0,0,0.25842,0,0,0,0,1.30183,0,12.9612,0,0,0,0,0,0,0,0.13275,0,0,0,0,0,0,0,0,0
Hecate Strait,M008,-130.633,52.482,1998-07-19,17:33,Daylight,Bongo ONH,253,0.58,150,174,320.75,61,0.0106,0.02584,0.23944,0.00399,7.15212,0,0,0,0,0,0.70343,0,0,0,0,1.59784,0,4.31395,0.00184,0,0.01616,0,0.00048,0,0.00208,1.64015,0,0,0.09104,0,0,0,0,0,0
Hecate Strait,W007,-130.685,53.419,1998-07-19,23:04,Daylight,Bongo VNH,253,0.56,50,186,12.7,66,0,2.69291,0.50394,0,59.69562,0,0,0,0,0,95.45733,0,0,0,0,6.57024,0,3.93701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hecate Strait,W007,-130.685,53.419,1998-07-19,23:18,Daylight,Bongo VNH,253,0.56,170,186,33.76,66,0,2.55569,0,0,30.98353,0,0,0,1.14615,0,40.41089,0,0,0.18957,0,3.61255,0,9.27222,0.18898,0,0.61422,0,0,0,0,0.20735,0,0,0,0,0,0,0,0,0
Dixon Shelf,D01,-132.329,54.583,1998-07-20,10:16,Daylight,Bongo ONH,253,0.58,151,233,234.97,70,0,1.06226,0.10895,0,9.50255,0,0,0,0,0,14.28512,0,0,0,0,8.16438,0,3.82398,0.06026,0,0,0,0,0.01192,0.01416,0.92608,0,0,0.32472,0,0,0,0,0,0
Dixon Shelf,D02,-132.549,54.529,1998-07-20,12:13,Daylight,Bongo ONH,253,0.58,149,330,143.07,74,0,2.30153,0.04473,0,5.06178,0,0,0,0,0,22.80137,0,0,0,0,21.43242,0,2.1516,0.29692,0,0,0,0.00054,0,0.00582,0.03802,0,0,0.53331,0,0,0,0,0,0
Sitka Shelf,B01,-134.917,56.293,1998-07-21,5:11,Daylight,Bongo ONH,253,0.58,131,140,106.95,77,0,0,0.14362,0,10.9264,0,0.00931,0,0,0,11.22244,0,0,0,0,0.18072,0,14.7156,0,0,0,0,0,0,0,0.34951,0,0,0.11968,0,0,0,0,0,0
Sitka Shelf,B02,-135.024,56.256,1998-07-21,6:51,Daylight,Bongo ONH,253,0.58,140,150,145.89,80,0,0,0,0,0.30015,0,0,0.0281,0,0,0.35414,0,0,0,0,0.02175,0,0,0,0,0,0,0,0,0.00007,0.13723,0,0,0,0,0,0,0,0.01028,0
Sitka Shelf,B03,-135.129,56.209,1998-07-21,8:29,Daylight,Bongo ONH,253,0.58,150,174,128.73,83,0,0.15381,0,0,46.5806,0,0,0.11808,0.05111,0,2.72191,0,0,0.09943,0,0.85108,0,0.82809,0,0,0,0,0,0,0,1.62293,0,0,3.71335,0,0,0,0,1.33845,0
Northern Vancouver Island Offshore,LBP7,-128.186,49.874,1998-07-21,9:53,Daylight,Bongo VNH,236,0.56,250,2184,75.45,246,0.0053,0.83207,0.16965,0.00424,2.16242,0,0,0,0,0,0.35095,0,0,0.25447,0,2.71676,0,0.11823,0.10802,0,0,0.00713,0,0,0.00882,1.16395,0,0,0,0,0.12724,0,0.00848,0,0
Sitka Shelf,B04,-135.238,56.163,1998-07-21,10:16,Daylight,Bongo ONH,253,0.58,152,290,156.79,86,0,0.56435,0,0,10.31137,0,0,0,0,0,0.29472,0,0,0,0,1.30061,0,0.04847,0,0,0,0,0,0.07016,0,1.26998,0,0,2.6938,0,0.02041,0,0,2.91983,0
Sitka Shelf,B05,-135.35,56.12,1998-07-21,11:58,Daylight,Bongo ONH,253,0.58,148,310,162.93,89,0,0.20255,0.01964,0,2.55189,0,0,0.10066,0,0,0.30309,0,0,0,0,0.94954,0,0.17124,0.00551,0,0,0,0.00012,0,0.00051,0.09379,0,0,0.76549,0,0,0,0,0.36703,0
Northern Vancouver Island Shelf,LBP5,-127.998,50,1998-07-21,13:49,Daylight,Bongo VNH,236,0.56,246,1265,72.43,249,0.07599,0.2893,0.98964,0.18556,14.09759,0,0,0.11321,0,0,1.49077,0,0,0.35344,0,2.10951,0,0.14137,0.67817,0,0,0,0,0,0,1.69543,0,0,0,0,0,0,0,0,0
Sitka Basin,B10,-135.995,55.859,1998-07-21,18:43,Daylight,Bongo ONH,253,0.58,152,1000,107.72,92,0,1.18077,0.05941,0,2.33084,0,0,0,0.06108,0,0.57084,0,0,0,0,1.92365,0,3.61604,0.01095,0,0,0,0.00018,0,0,8.44078,0,0,0,0,0.06131,0,0,0.5997,0
Sitka Basin,B09,-135.886,55.902,1998-07-21,20:23,Daylight,Bongo ONH,253,0.58,149,1000,150.84,95,0,0.32219,0,0,11.07481,0,0,0,0,0,0.24206,0,0,0,0,1.82822,0,0.10077,0,0,0.16706,0,0,0,0,6.69743,0,0,1.69133,0,0,0,0,1.73429,0
Sitka Basin,B08,-135.685,55.989,1998-07-21,22:07,Daylight,Bongo ONH,253,0.58,149,1280,178.44,98,0,2.38094,0,0,1.36378,0,0,0,0,0,0.81682,0,0,0.0381,0,0.24557,0,0.19592,0,0,0,0,0.00003,0.1076,0,3.84588,0,0,2.56777,0,0.00964,0,0,0.00392,0
Northern Vancouver Island Shelf,LBP3,-127.915,50.054,1998-07-21,23:20,Night,Bongo VNH,236,0.56,139,150,41.78,252,0,0.23456,1.65438,0.19914,14.26811,0,0,0.19627,0,0,0.93749,0,0,0,0,3.72648,0,0.30828,0.08473,0,0,0,0,0,0,0.78124,0,0,0.55816,0,0,0,0,0,0
Sitka Shelf,B07,-135.572,56.029,1998-07-21,23:29,Daylight,Bongo ONH,253,0.58,150,806,112.38,101,0,2.64261,0,0,5.57025,0,0,0,0,0,15.57984,0,0,0.04271,0,1.48951,0,0.27052,0,0,0,0,0,0,0,2.37125,0,0,6.4709,0,0,0,0,19.8861,0
Sitka Shelf,B06,-135.463,56.072,1998-07-22,0:42,Night,Bongo ONH,253,0.58,149,575,98.48,104,0,8.09064,0,0,11.50458,0,0.05922,0,0.26726,0,110.07862,0,0,0.12998,0,1.18326,0,0.46304,0,0,0,0,0,0,0.00084,5.24288,0,0,15.67018,0,0,0,0,2.30707,0
Northern Vancouver Island Shelf,LBP2,-127.575,50.069,1998-07-22,4:32,Daylight,Bongo VNH,236,0.56,81,100,42.02,262,0,0,5.97049,0.88339,21.70394,0,0.01185,0,0.18972,0,2.40942,0,0.02618,0,0.02376,0.80453,0,0.09043,0.02808,0,0,0.2047,0.00366,0,0.0792,4.66064,0,0,0.05712,0,0.02437,0,0.30462,0,0
Dixon Shelf,D03,-132.774,54.474,1998-07-22,16:16,Daylight,Bongo ONH,253,0.58,151,370,200.3,107,0,0.401,0,0,5.47012,0,0,0,0.00647,0,1.16965,0,0,0,0,4.08775,0,0.22766,0.01178,0,0,0,0,0,0.00166,0.02716,0,0,0.03704,0,0,0,0.00431,0,0
Dixon Shelf,D04,-132.978,54.426,1998-07-22,19:35,Daylight,Bongo ONH,253,0.58,141,150,234.55,110,0,0,0,0,4.75348,0,0,0,0,0,10.26452,0,0,0,0.00071,0.662,0,4.94163,0.02012,0,0,0,0,0,0.00709,0.27832,0,0,0.98231,0,0,0,0,0,0
Dixon Basin,D12,-134.662,53.998,1998-07-23,4:11,Daylight,Bongo ONH,253,0.58,150,1000,116.1,113,0.0237,3.04791,0,0,10.11904,0,0.12558,0,0,0,11.57135,0,0,0.02756,0,3.35793,0,4.78002,0,0,0.05426,0,0,0,0,1.97967,0,0,9.01141,0,0,0,0,3.96245,0
Dixon Basin,D11,-134.454,54.048,1998-07-23,6:03,Daylight,Bongo ONH,253,0.58,150,1000,105.19,116,0,14.31314,0,0,5.15004,0,0.03787,0,0,0,1.59529,0,0,0,0,4.94039,0,25.25753,0,0.4373,0,0,0,0.83658,0,3.39443,0,0,4.96717,0,0.4259,0,0,7.03032,0
Southern Vancouver Island Shelf (Stations B and D),LG03,-126.727,49.25,1998-07-23,7:37,Daylight,Bongo VNH,236,0.56,103,120,46.43,276,0,0,5.51368,0.57894,21.8662,0,0,0,0.01396,0,5.6363,0,0,0,0,2.03343,0,0.12277,0,0,0,0,0,0,0,2.34331,0,0,0.45876,0,0,0,0.31617,0,0
Dixon Shelf,D10,-134.26,54.101,1998-07-23,7:45,Daylight,Bongo ONH,253,0.58,150,159,107.36,119,0.15183,6.3804,0,0,31.77617,0,0.05432,0,0.09426,0,0.3449,0,0,0.23845,0,3.64504,0,2.6155,0.04396,0,0,0,0,0,0,1.2161,0,0,0.60834,0,0.23845,0,0,1.70734,0
Dixon Shelf,D09,-134.038,54.158,1998-07-23,9:53,Daylight,Bongo ONH,253,0.58,149,1000,129.82,122,0.16959,0.17563,0,0,12.83317,0,0.02246,0,0,0,0.0198,0,0,0.1972,0,1.4119,0,3.26297,0.01818,0,0,0,0.00237,0,0.01538,1.34093,0,0,0.45634,0,0,0,0,0.07857,0
Dixon Shelf,D08,-133.824,54.214,1998-07-23,11:50,Daylight,Bongo ONH,253,0.58,151,435,189.4,125,0,1.48357,0,0,1.67909,0,0,0.06178,0.02672,0,0.09859,0,0,0,0,0.36465,0,2.18692,0,0,0,0,0.0002,0.05121,0,0.07181,0,0,0.12313,0,0,0,0,5.87011,0
Southern Vancouver Island Shelf (Stations B and D),LG07,-127.118,48.988,1998-07-23,12:14,Daylight,Bongo VNH,236,0.56,250,1713,74.66,278,5.51965,6.38199,0.01714,0,3.10508,0,0.7715,0,0,0,3.5178,0,0,0.27002,0,13.16066,0,1.45298,0.82186,0,0,0,0,0,0.00111,0.07286,0,0,0,0,0.13767,0,0.4929,3.21028,0
Dixon Shelf,D07,-133.611,54.266,1998-07-23,13:39,Daylight,Bongo ONH,253,0.56,151,280,267.19,128,0,0.52451,0,0,8.8508,0,0.02183,0.42068,0,0,0,0,0,0.09581,0,0.24812,0,0.27171,0,0,0.04716,0,0,0,0.00498,0.05846,0,0,0.69823,0,0,0,0,8.45272,0
Southern Vancouver Island Offshore,LG08,-127.235,48.916,1998-07-23,14:27,Daylight,Bongo VNH,236,0.56,250,2064,86.22,281,3.02148,1.98562,0.29691,0,5.48959,0,0.01155,0,0,0,2.62974,0.01336,0,0.81652,0,11.39152,0,2.84018,1.3208,0,0,0.01247,0,0,0.01737,0.82023,0,0,4.95709,0,0.53133,0,0.2598,0.0784,0
Dixon Shelf,D06,-133.403,54.32,1998-07-23,15:19,Daylight,Bongo ONH,253,0.58,149,380,196.31,131,0,0.01319,0,0,1.85194,0,0.01226,0.04177,0,0,0.0022,0.00293,0,0,0,0.73837,0,0.56645,0.0489,0,0,0,0,0,0.0017,0.07957,0,0,0.35281,0,0,0,0,0,0
Dixon Shelf,D05,-133.188,54.369,1998-07-23,17:17,Daylight,Bongo ONH,253,0.58,151,458,288.14,134,0,0.39251,0,0,17.15143,0,0,0,0,0,0.97016,0,0,0,0,0.97494,0,0.69411,0,0,0,0,0,0,0,0.15104,0,0,2.34684,0,0,0,0,0.43,0
Southern Vancouver Island Shelf (Stations B and D),LG05,-126.926,49.127,1998-07-23,19:10,Daylight,Bongo VNH,236,0.56,250,283,87.61,284,0.00196,0.22372,0.64285,0.1461,14.2195,0,0,0,1.1259,0,6.13362,0,0,0,0.0038,6.44676,0,0.26024,0.05388,0,0,0,0,0,0.0114,0.99349,0,0,0,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),NBB2,-125.922,48.425,1998-07-24,17:09,Daylight,Bongo VNH,236,0.56,249,263,78.37,296,0,0,0,0,13.44569,0,0,0,0,0,4.42149,0,0,0,0,12.21028,0,0.10208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48998,0,0
Southern Vancouver Island Shelf (Stations B and D),NBB2,-125.924,48.425,1998-07-24,17:29,Daylight,Bongo VNH,236,0.56,50,260,16.9,297,0,0,0,0,10.14207,0,0,0,0,0,0.37018,0,0,0,0,3.15976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12308,0,0
Southern Vancouver Island Shelf (Stations B and D),NBB4,-126.034,48.391,1998-07-25,6:40,Daylight,Bongo VNH,236,0.56,250,290,109.06,345,0,0.23767,0,0,11.82482,0,0,0,0,0,23.25796,0,0,0,0,10.26407,0,0.01834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03521,0,0
Southern Vancouver Island Shelf (Stations B and D),NBB4,-126.034,48.391,1998-07-25,7:00,Daylight,Bongo VNH,236,0.56,47,290,26.14,345,0,0,0,0,9.76556,0,0,0,0,0,0.68493,0,0,0,0,7.13849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11018,0,0
Southern Vancouver Island Shelf (Stations B and D),NBA4,-126.2,48.405,1998-07-25,8:12,Daylight,Bongo VNH,236,0.56,249,280,95.59,351,0,0.2399,0,0,3.01369,0,0,0,0,0,3.0715,0,0,0,0,4.56511,0,0.05754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03348,0,0
Southern Vancouver Island Shelf (Stations B and D),NBA4,-126.2,48.405,1998-07-25,8:41,Daylight,Bongo VNH,236,0.56,45,280,26.05,351,0,0,0,0,7.32894,0,0,0,0,0,0.62542,0,0,0,0,4.66718,0,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08599,0,0
Hecate Strait,H08,-131.085,52.627,1998-07-25,11:16,Daylight,Bongo ONH,253,0.58,79,90,60,137,0.036,0,0.21333,0,19.60028,0,0.192,0,0.0216,0,0.01493,0,0,0,0,2.74606,0,1.82,1.83317,0,0.02093,0,0,0,0.03328,1.51467,0,0,0,0,0,0,0.32,0,0
Hecate Strait,H07,-131.011,52.613,1998-07-25,12:30,Daylight,Bongo ONH,253,0.58,97,105,88.58,140,0,0,0.2601,0.07226,18.90189,0,0.01124,0.18514,0.35512,0,0.46638,0,0,0,0,2.37671,0,2.4904,5.93823,0,0.05852,0,0.00173,0,0,0.64936,0,0,0,0,0,0,0.13005,0,0
Southern Vancouver Island Shelf (Stations B and D),NBD4,-125.918,48.305,1998-07-25,15:01,Daylight,Bongo VNH,236,0.56,250,372,73.5,380,0,0.11755,0,0,22.17182,0,0,0,0,0,4.1699,0,0,0,0,9.97116,0,0.13605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45279,0,0
Southern Vancouver Island Shelf (Stations B and D),NBD4,-125.918,48.315,1998-07-25,15:17,Daylight,Bongo VNH,236,0.56,50,380,19.96,380,0,0,0,0,45.08657,0,0,0,0,0,1.70261,0,0,0,0,5.73647,0,0.03758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1523,0,0
Southern Vancouver Island Shelf (Stations B and D),NBD3,-125.883,48.313,1998-07-25,16:00,Daylight,Bongo VNH,236,0.56,200,208,65.32,385,0,0,0,0,9.51621,0,0,0,0,0,14.65121,0,0,0,0,10.72138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26454,0,0
Southern Vancouver Island Shelf (Stations B and D),NBD3,-125.883,48.313,1998-07-25,16:20,Daylight,Bongo VNH,236,0.56,50,208,15.46,385,0,0,0,0,7.98401,0,0,0,0,0,1.3423,0,0,0,0,6.66882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39327,0,0
Southern Vancouver Island Shelf (Station C),E1,-125.056,48.479,1998-07-26,4:28,Daylight,Bongo VNH,236,0.56,145,150,69.92,395,0.01945,0,0,0,16.07971,0,0,0,1.19594,0,0.87174,0,0,0.36613,0,2.52065,0,0,0,0,0,0,0,0,0,0.93364,0,0,0,0,0,0,0.70275,0,0
Johnstone Discovery,J01,-126.184,50.473,1998-08-25,19:40,Daylight,Bongo ONH,253,0.58,149,310,201.72,1,0,8.00236,0.25382,0,17.16375,0,0,0,0.65863,0,0.43595,0,0,0.12691,0.0396,2.73071,0,0.01562,0.0234,0,0,0,0,0,0.0099,0,0,0,0,0,0,0,0.0514,0,0
Northern Vancouver Island Shelf,T01,-128.223,51.252,1998-08-26,7:08,Daylight,Bongo ONH,253,0.58,31,40,25.13,5,0,0,0,0.33108,10.8192,0,0,0,0.03796,0,0.37437,0,0,0,0,0.15217,0,3.62117,0,0,0,0.08557,0,0,0,0,0,0,0,0,0,0,0.05094,0,0
Northern Vancouver Island Shelf,T02,-128.333,51.198,1998-08-26,8:37,Daylight,Bongo ONH,253,0.58,130,144,183.52,7,0,0,0.0558,0.10462,7.11751,0,0,0,0.12942,0,7.92928,0,0,0,0,2.14302,0,0,0,0,0,0.04687,0,0,0,0,0,0,0,0,0,0,0.12555,0,0
Northern Vancouver Island Shelf,T03,-128.488,51.123,1998-08-26,10:24,Daylight,Bongo ONH,253,0.58,143,147,187.94,9,0,0,0,0,64.52526,0,0,0,0,0,28.23437,0,0,0,0,13.58289,0,0,0,0,0,0,0,0,0.00708,0.23156,0,0,0.62147,0,0,0,0.04086,0,0
Northern Vancouver Island Shelf,T04,-128.73,51.017,1998-08-26,12:30,Daylight,Bongo ONH,253,0.58,60,66,132.77,11,0.15425,0,0.3085,0.05784,25.04083,0,0,0,0,0,1.2128,0,0,0,0,2.74785,0,0,0,0,0,0,0,0,0,0.32778,0,0,3.47066,0,0,0,0,0,0
Northern Vancouver Island Shelf,T05,-128.983,50.911,1998-08-26,15:05,Daylight,Bongo ONH,253,0.58,82,92,99.88,13,0,0,0.92271,0.12815,18.49952,0,0,0,0.07768,0,0.04614,0,0,0,0,0.10769,0,4.15799,0.02363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15594,0,0
Northern Vancouver Island Shelf,T06,-129.143,50.841,1998-08-26,16:55,Daylight,Bongo ONH,253,0.58,77,94,100.86,15,0.00208,0,1.01527,1.04065,26.74689,0,0.32489,0,0.25199,0,0.06657,0,0,0,0,0.55183,0,3.6278,0.00585,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01527,0,0
Northern Vancouver Island Offshore,T13,-130.334,50.308,1998-08-27,6:41,Daylight,Bongo ONH,253,0.58,150,2500,274.67,21,0,0.07136,0,0,3.8689,0,0.10485,0,0,0,0.3533,0,0,0,0,3.16689,0,0.02767,0,0,0,0,0,0,0.00727,0.23767,0.1454,0,1.11115,0,0.0932,0,0,0.17476,0
Southern Vancouver Island Shelf (Stations B and D),P04,-126.679,48.65,1998-08-27,7:19,Daylight,Bongo VNH,236,0.56,150,1315,40.16,11,0.18805,0.77689,0,0,8.46938,0,0.35857,0,0,0,1.14691,0,0,0.15936,0.00414,13.58566,0,0,0.17629,0,0,0.05355,0,0,0.01243,0.27092,0,0,0,0,49.74152,0,0.5259,0,0
Northern Vancouver Island Shelf,T09,-129.646,50.608,1998-08-27,12:42,Daylight,Bongo ONH,253,0.58,149,2300,256.31,29,0.07023,0,0.03995,0,9.31454,0,0.05618,0,0,0,2.37363,0,0,0.19976,0,1.72807,0,2.26132,0.1623,0,0,0,0,0,0.00779,1.09712,0.15581,0,1.19075,0,0.00639,0,0.04045,0,0
